spec_id,brand,model,variant,transmisi,power,engine,door,seats,fuel_type,color
BW10S01,BMW,330i,M Sport,Automatic,252,1998 cc,4,5,Pertamax,Abu-abu
BW10S02,BMW,330i,M Sport,Automatic,252,1998 cc,4,5,Pertamax,Biru
BW10S03,BMW,330i,M Sport,Automatic,252,1998 cc,4,5,Pertamax,Hitam
BW10S04,BMW,330i,M Sport,Automatic,252,1998 cc,4,5,Pertamax,Merah
BW10S05,BMW,330i,M Sport,Automatic,252,1998 cc,4,5,Pertamax,Putih
BW10S06,BMW,330i,M Sport,Automatic,258,1998 cc,4,5,Pertamax,Abu-abu
BW10S07,BMW,330i,M Sport,Automatic,258,1998 cc,4,5,Pertamax,Biru
BW10S08,BMW,330i,M Sport,Automatic,258,1998 cc,4,5,Pertamax,Hitam
BW10S09,BMW,330i,M Sport,Automatic,258,1998 cc,4,5,Pertamax,Putih
BW10S10,BMW,330i,M Sport Shadow Edition,Automatic,252,1998 cc,4,5,Pertamax,Hitam
BW10S11,BMW,330i,,Automatic,219,2979 cc,4,5,Pertamax,Abu-abu
BW10S12,BMW,330i,,Automatic,219,2979 cc,4,5,Pertamax,Silver
BW11S01,BMW,335i,Luxury,Automatic,306,2979 cc,4,5,Pertamax,Coklat
BW11S02,BMW,335i,Luxury,Automatic,306,2979 cc,4,5,Pertamax,Hitam
BW11S03,BMW,335i,Luxury,Automatic,306,2979 cc,4,5,Pertamax,Putih
BW11S04,BMW,335i,,Automatic,300,2979 cc,2,4,Pertamax,Putih
BW11S05,BMW,335i,,Automatic,300,2979 cc,2,4,Pertamax,Silver
BW12S01,BMW,340i,M Sport,Automatic,326,2998 cc,4,5,Pertamax,Putih
BW13S01,BMW,428i,M Sport,Automatic,245,1997 cc,4,5,Pertamax,Putih
BW14S01,BMW,430i,M Sport,Automatic,258,1998 cc,2,4,Pertamax,Biru
BW14S02,BMW,430i,M Sport,Automatic,258,1998 cc,2,4,Pertamax,Putih
BW14S03,BMW,430i,M Sport Pro,Automatic,258,1998 cc,2,4,Pertamax,Putih
BW15S01,BMW,435i,M Sport,Automatic,306,2979 cc,2,4,Pertamax,Hitam
BW15S02,BMW,435i,M Sport,Automatic,306,2979 cc,2,4,Pertamax,Putih
BW16S01,BMW,440i,M Sport,Automatic,326,2979 cc,2,4,Pertamax,Biru
BW17S01,BMW,520d,Luxury,Automatic,184,1995 cc,4,5,Solar,Coklat
BW17S02,BMW,520d,Luxury,Automatic,184,1995 cc,4,5,Solar,Hitam
BW17S03,BMW,520d,Luxury,Automatic,184,1995 cc,4,5,Solar,Putih
BW17S04,BMW,520d,Luxury,Automatic,190,1995 cc,4,5,Solar,Putih
BW17S05,BMW,520d,Modern,Automatic,184,1995 cc,4,5,Solar,Hitam
BW17S06,BMW,520d,Modern,Automatic,184,1995 cc,4,5,Solar,Putih
BW17S07,BMW,520d,Modern,Automatic,184,1995 cc,4,5,Solar,Silver
BW17S08,BMW,520d,,Automatic,184,1995 cc,4,5,Solar,Hitam
BW17S09,BMW,520d,,Automatic,184,1995 cc,4,5,Solar,Putih
BW17S10,BMW,520d,,Automatic,184,1995 cc,4,5,Solar,Silver
BW18S01,BMW,520i,2,Manual,136,1990 cc,4,5,Pertamax,Silver
BW18S02,BMW,520i,2,Manual,184,1990 cc,4,5,Pertamax,Hitam
BW18S03,BMW,520i,2,Manual,184,2000 cc,4,5,Pertamax,Hitam
BW18S04,BMW,520i,2,Manual,218,2000 cc,4,5,Pertamax,Hitam
BW18S05,BMW,520i,E28,Automatic,225,1990 cc,4,5,Pertamax,Hitam
BW18S06,BMW,520i,E34 2.0 Automatic,Automatic,184,1991 cc,4,5,Pertamax,Marun
BW18S07,BMW,520i,E34 2.0 Manual,Manual,255,1991 cc,4,5,Pertamax,Putih
BW18S08,BMW,520i,Luxury,Automatic,184,1997 cc,4,5,Pertamax,Abu-abu
BW18S09,BMW,520i,Luxury,Automatic,184,1997 cc,4,5,Pertamax,Coklat
BW18S10,BMW,520i,Luxury,Automatic,184,1997 cc,4,5,Pertamax,Hitam
BW18S11,BMW,520i,Luxury,Automatic,184,1997 cc,4,5,Pertamax,Putih
BW18S12,BMW,520i,Luxury,Automatic,184,1997 cc,4,5,Pertamax,Silver
BW18S13,BMW,520i,Luxury,Automatic,184,1998 cc,4,5,Pertamax,Biru
BW18S14,BMW,520i,Luxury,Automatic,184,1998 cc,4,5,Pertamax,Coklat
BW18S15,BMW,520i,Luxury,Automatic,184,1998 cc,4,5,Pertamax,Hitam
BW18S16,BMW,520i,Luxury,Automatic,184,1998 cc,4,5,Pertamax,Putih
BW18S17,BMW,520i,Luxury,Automatic,184,1998 cc,4,5,Pertamax,Silver
BW18S18,BMW,520i,M Sport,Automatic,184,1998 cc,4,5,Pertamax,Biru
BW18S19,BMW,520i,M Sport,Automatic,184,1998 cc,4,5,Pertamax,Hitam
BW18S20,BMW,520i,M Sport,Automatic,184,1998 cc,4,5,Pertamax,Putih
BW18S21,BMW,520i,M Sport Edition 75,Automatic,184,1998 cc,4,5,Pertamax,Hitam
