display_title,line_text,url,brand,model,variant,mileage,transmisi,power,engine,door,seats,fuel_type,color,year,province,area
2021 KIA Sonet 1.5 Premiere Wagon,I am interested in your car on Mobil123.com - 2021 KIA Sonet 1.5 Premiere Wagon (Rp 283.000.000). https://www.mobil123.com/dijual/kia-sonet-premiere-dki-jakarta-mangga-dua/10158550.,https://www.mobil123.com/dijual/kia-sonet-premiere-dki-jakarta-mangga-dua/10158550,KIA,Sonet,Premiere,12500,Automatic,113,1497 cc,5,5,Pertamax,Putih,2021,DKI Jakarta,Mangga Dua
2021 KIA Sonet 1.5 Smart Wagon,I am interested in your car on Mobil123.com - 2021 KIA Sonet Smart Wagon (Rp 265.000.000). https://www.mobil123.com/dijual/kia-sonet-smart-jawa-barat-rawa-lumbu/10205770.,https://www.mobil123.com/dijual/kia-sonet-smart-jawa-barat-rawa-lumbu/10205770,KIA,Sonet,Smart,12500,Automatic,113,1497 cc,5,5,Pertamax,Silver,2021,Jawa Barat,Rawa Lumbu
2012 KIA Picanto 1.2 SE 3 Hatchback,"I am interested in your car on Mobil123.com - 2012 KIA Picanto 1,2 SE 3 Hatchback (Rp 87.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-regol/10194332.",https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-regol/10194332,KIA,Picanto,SE 3,86000,Manual,86,1248 cc,5,5,Pertamax,Putih,2012,Jawa Barat,Regol
2012 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Picanto 1.2 SE 3 Hatchback DP 12 jt (Rp 80.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10194298.,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-bandung/10194298,KIA,Picanto,SE 3,62500,Manual,86,1248 cc,5,5,Pertamax,Putih,2012,Jawa Barat,Bandung
2013 KIA Picanto 1.2 SE 3 Hatchback,"I am interested in your car on Mobil123.com - 2013 KIA Picanto 1,2 SE 3 Hatchback (Rp 93.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-regol/10189748.",https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-regol/10189748,KIA,Picanto,SE 3,67000,Manual,86,1248 cc,5,5,Pertamax,Putih,2013,Jawa Barat,Regol
2012 KIA Rio 1.4 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Rio 1.4 UB Hatchback barang antik dan istimewa (Rp 118.000.000). https://www.mobil123.com/dijual/kia-rio-jawa-timur-surabaya/10184343.,https://www.mobil123.com/dijual/kia-rio-jawa-timur-surabaya/10184343,KIA,Rio,,97500,Automatic,106,1396 cc,5,5,Pertamax,Merah,2012,Jawa Timur,Surabaya
2011 KIA Picanto 1.1 SE Hatchback,I am interested in your car on Mobil123.com - 2011 KIA Picanto 1.1 SE Hatchback DP 6JT (Rp 68.000.000). https://www.mobil123.com/dijual/kia-picanto-se-jawa-barat-bandung/10184006.,https://www.mobil123.com/dijual/kia-picanto-se-jawa-barat-bandung/10184006,KIA,Picanto,SE,97500,Manual,64,1086 cc,5,5,Pertamax,Abu-abu,2011,Jawa Barat,Bandung
2000 KIA Sportage 2.0 SUV,I am interested in your car on Mobil123.com - 2000 KIA Sportage JA SUV (Rp 105.000.000). https://www.mobil123.com/dijual/kia-sportage-jawa-barat-bandung/10176484.,https://www.mobil123.com/dijual/kia-sportage-jawa-barat-bandung/10176484,KIA,Sportage,,147500,Automatic,134,1998 cc,5,5,Pertamax,Hijau,2000,Jawa Barat,Bandung
2012 KIA Picanto 1.2 SE 2 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Picanto SE 2 Hatchback (Rp 82.000.000). https://www.mobil123.com/dijual/kia-picanto-se-2-dki-jakarta-pasar-minggu/10175518.,https://www.mobil123.com/dijual/kia-picanto-se-2-dki-jakarta-pasar-minggu/10175518,KIA,Picanto,SE 2,117500,Automatic,86,1248 cc,5,5,Pertamax,Silver,2012,DKI Jakarta,Pasar Minggu
2014 KIA Sorento 2.2 SUV,I am interested in your car on Mobil123.com - 2014 KIA Sorento XM SUV (Rp 249.000.000). https://www.mobil123.com/dijual/kia-sorento-dki-jakarta-kemayoran/10166418.,https://www.mobil123.com/dijual/kia-sorento-dki-jakarta-kemayoran/10166418,KIA,Sorento,,72500,Automatic,194,2199 cc,5,7,Solar,Putih,2014,DKI Jakarta,Kemayoran
